"customer_key";"customer_number";"customer_name";"age";"total_orders";"total_sales";"total_quantity";"total_products";"lifespan";"age_group";"customer_segment";"last_order";"recency";"avg_order_value";"avg_monthly_spends"
4135;"AW00015134";"Meagan Raman";48;3;5151.0;5.0;5;13;"40-49";"VIP";"2013-11-29";150;1717.0;396.23
4136;"AW00015135";"Derek Kumar";43;2;4381.0;4.0;4;11;"40-49";"New";"2013-09-29";152;2190.5;398.27
4137;"AW00015136";"Emma Johnson";48;2;62.0;3.0;3;7;"40-49";"New";"2013-09-08";152;31.0;8.86
4138;"AW00015137";"Luke Foster";48;2;162.0;6.0;5;2;"40-49";"New";"2013-05-03";156;81.0;81.0
4139;"AW00015138";"Monique Hernandez";48;2;123.0;5.0;5;8;"40-49";"New";"2013-10-26";151;61.5;15.38
4140;"AW00015139";"Colin She";49;2;60.0;2.0;2;1;"40-49";"New";"2013-04-24";157;30.0;60.0
4141;"AW00015140";"Diane Bradley";49;2;62.0;3.0;3;8;"40-49";"New";"2013-10-28";151;31.0;7.75
4142;"AW00015141";"Sandra Zheng";49;2;64.0;3.0;3;3;"40-49";"New";"2013-12-24";149;32.0;21.33
4143;"AW00015142";"Karl Nara";48;2;138.0;4.0;4;3;"40-49";"New";"2013-11-27";150;69.0;46.0
4144;"AW00015143";"Kelvin Wang";49;2;4366.0;2.0;2;12;"40-49";"Regular";"2013-10-08";151;2183.0;363.83
4145;"AW00015144";"Deanna Serrano";49;2;4344.0;2.0;2;12;"40-49";"Regular";"2013-10-08";151;2172.0;362.0
4146;"AW00015145";"Crystal Lu";49;2;4368.0;3.0;3;12;"40-49";"Regular";"2013-10-26";151;2184.0;364.0
4147;"AW00015146";"Adriana Sara";49;2;162.0;6.0;6;0;"40-49";"New";"2013-07-13";154;81.0;162.0
4148;"AW00015147";"Clarence Chen";44;2;97.0;5.0;5;3;"40-49";"New";"2013-08-06";153;48.5;32.33
4149;"AW00015148";"James West";50;2;90.0;5.0;5;2;"50 and Above";"New";"2013-06-07";155;45.0;45.0
4150;"AW00015149";"Natalie Morgan";44;2;64.0;3.0;3;4;"40-49";"New";"2013-11-17";150;32.0;16.0
4151;"AW00015150";"Colleen Shan";50;2;4379.0;3.0;3;11;"50 and Above";"New";"2013-10-01";151;2189.5;398.09
4152;"AW00015151";"Karl Shen";43;2;4344.0;2.0;1;12;"40-49";"Regular";"2013-10-22";151;2172.0;362.0
4153;"AW00015152";"Meghan Moreno";49;2;4465.0;5.0;4;12;"40-49";"Regular";"2013-10-21";151;2232.5;372.08
4154;"AW00015153";"Kristen Li";49;2;114.0;3.0;3;6;"40-49";"New";"2013-08-30";153;57.0;19.0
4155;"AW00015154";"Joe Hernandez";49;2;110.0;3.0;3;9;"40-49";"New";"2014-01-01";148;55.0;12.22
4156;"AW00015155";"Jamie Harrison";79;2;3149.0;6.0;6;17;"50 and Above";"Regular";"2013-07-02";154;1574.5;185.24
4157;"AW00015156";"Dylan Foster";79;1;125.0;2.0;2;0;"50 and Above";"New";"2013-03-26";158;125.0;125.0
4158;"AW00015157";"Jordan Gonzalez";79;3;214.0;7.0;7;9;"50 and Above";"New";"2013-11-28";150;71.33;23.78
4159;"AW00015158";"Victoria Moore";79;1;40.0;2.0;2;0;"50 and Above";"New";"2013-02-13";159;40.0;40.0
4160;"AW00015159";"Eric Washington";79;1;7.0;2.0;2;0;"50 and Above";"New";"2013-11-17";150;7.0;7.0
4161;"AW00015160";"Candace Van";78;1;99.0;4.0;4;0;"50 and Above";"New";"2014-01-28";148;99.0;99.0
4162;"AW00015161";"Trinity James";78;1;7.0;2.0;2;0;"50 and Above";"New";"2013-02-23";159;7.0;7.0
4163;"AW00015162";"Kaitlyn Barnes";78;3;155.0;5.0;5;3;"50 and Above";"New";"2013-11-20";150;51.67;51.67
4164;"AW00015163";"Victoria Murphy";78;1;7.0;2.0;2;0;"50 and Above";"New";"2013-09-13";152;7.0;7.0
4165;"AW00015164";"Savannah Collins";77;1;5.0;1.0;1;0;"50 and Above";"New";"2013-07-18";154;5.0;5.0
4166;"AW00015165";"Carl Anand";77;1;40.0;2.0;2;0;"50 and Above";"New";"2013-07-08";154;40.0;40.0
4167;"AW00015166";"Nina Goel";77;2;3125.0;3.0;3;18;"50 and Above";"Regular";"2013-07-18";154;1562.5;173.61
4168;"AW00015167";"Sara Hernandez";77;2;3181.0;6.0;6;18;"50 and Above";"Regular";"2013-08-14";153;1590.5;176.72
4169;"AW00015168";"Xavier Bell";75;1;40.0;2.0;2;0;"50 and Above";"New";"2013-09-20";152;40.0;40.0
4170;"AW00015169";"Zachary Miller";67;2;2919.0;4.0;4;11;"50 and Above";"New";"2013-09-09";152;1459.5;265.36
4171;"AW00015170";"Jermaine Martinez";49;2;4391.0;2.0;2;11;"40-49";"New";"2013-10-07";151;2195.5;399.18
4172;"AW00015171";"Destiny Jones";66;2;4392.0;5.0;5;12;"50 and Above";"Regular";"2013-10-03";151;2196.0;366.0
4173;"AW00015172";"Alexandra Hill";40;4;215.0;12.0;11;9;"40-49";"New";"2013-11-13";150;53.75;23.89
4174;"AW00015173";"Miguel Henderson";45;1;46.0;4.0;4;0;"40-49";"New";"2013-04-21";157;46.0;46.0
4175;"AW00015174";"Trinity Rogers";45;1;100.0;5.0;5;0;"40-49";"New";"2013-09-23";152;100.0;100.0
4176;"AW00015175";"Kristi Malhotra";41;2;4850.0;7.0;7;4;"40-49";"New";"2013-10-25";151;2425.0;1212.5
4177;"AW00015176";"Kristi Ramos";47;2;4703.0;5.0;5;4;"40-49";"New";"2013-10-23";151;2351.5;1175.75
4178;"AW00015177";"Jorge Lu";47;1;7.0;2.0;2;0;"40-49";"New";"2013-11-25";150;7.0;7.0
4179;"AW00015178";"Drew Tang";65;2;4445.0;4.0;4;11;"50 and Above";"New";"2013-10-13";151;2222.5;404.09
4180;"AW00015179";"Jay Rubio";64;2;4445.0;5.0;5;12;"50 and Above";"Regular";"2013-10-20";151;2222.5;370.42
4181;"AW00015180";"Jillian Suri";64;2;4466.0;5.0;5;12;"50 and Above";"Regular";"2013-10-22";151;2233.0;372.17
4182;"AW00015181";"Rosa Huang";53;2;4448.0;4.0;3;11;"50 and Above";"New";"2013-10-06";151;2224.0;404.36
4183;"AW00015182";"Deanna Srini";58;2;4391.0;2.0;2;12;"50 and Above";"Regular";"2013-10-27";151;2195.5;365.92
4184;"AW00015183";"Michele Raji";47;2;4368.0;3.0;3;12;"40-49";"Regular";"2013-10-18";151;2184.0;364.0
4185;"AW00015184";"Mathew Hernandez";62;2;4441.0;5.0;4;11;"50 and Above";"New";"2013-10-01";151;2220.5;403.73
4186;"AW00015185";"Jonathan Evans";62;2;4393.0;3.0;3;12;"50 and Above";"Regular";"2013-10-14";151;2196.5;366.08
4187;"AW00015186";"Leah Yang";56;2;86.0;4.0;4;9;"50 and Above";"New";"2014-01-05";148;43.0;9.56
4188;"AW00015187";"Benjamin Brown";47;2;4725.0;6.0;6;4;"40-49";"New";"2013-10-26";151;2362.5;1181.25
4189;"AW00015188";"Isaac Watson";46;2;1631.0;4.0;4;21;"40-49";"Regular";"2013-10-15";151;815.5;77.67
4190;"AW00015189";"Kayla Russell";40;2;1552.0;2.0;2;20;"40-49";"Regular";"2013-10-15";151;776.0;77.6
4191;"AW00015190";"Katherine Watson";46;1;99.0;4.0;4;0;"40-49";"New";"2013-12-05";149;99.0;99.0
4192;"AW00015191";"Andres Kumar";46;2;1552.0;2.0;2;20;"40-49";"Regular";"2013-10-02";151;776.0;77.6
4193;"AW00015192";"Tasha Shan";61;2;4384.0;4.0;4;12;"50 and Above";"Regular";"2013-10-08";151;2192.0;365.33
4194;"AW00015193";"Samuel King";54;2;3210.0;7.0;7;19;"50 and Above";"Regular";"2013-08-27";153;1605.0;168.95
4195;"AW00015194";"Erik Suarez";48;2;3174.0;6.0;6;19;"40-49";"Regular";"2013-08-18";153;1587.0;167.05
4196;"AW00015195";"Edwin Huang";54;2;3155.0;4.0;4;19;"50 and Above";"Regular";"2013-08-25";153;1577.5;166.05
4197;"AW00015196";"Isaiah Reed";48;2;3159.0;5.0;5;18;"40-49";"Regular";"2013-08-04";153;1579.5;175.5
4198;"AW00015197";"Elijah Kumar";63;3;192.0;10.0;7;6;"50 and Above";"New";"2014-01-17";148;64.0;32.0
4199;"AW00015198";"Lauren Watson";57;1;7.0;2.0;2;0;"50 and Above";"New";"2013-02-07";159;7.0;7.0
4200;"AW00015199";"Joe Jordan";63;2;3080.0;3.0;3;19;"50 and Above";"Regular";"2013-08-19";153;1540.0;162.11
4201;"AW00015200";"Mindy Simpson";63;2;3143.0;4.0;4;17;"50 and Above";"Regular";"2013-08-08";153;1571.5;184.88
4202;"AW00015201";"Miranda Washington";63;2;4793.0;7.0;7;4;"50 and Above";"New";"2013-10-27";151;2396.5;1198.25
4203;"AW00015202";"Blake Bryant";63;1;13.0;2.0;2;0;"50 and Above";"New";"2013-07-29";154;13.0;13.0
4204;"AW00015203";"David Lewis";57;2;3212.0;6.0;6;18;"50 and Above";"Regular";"2013-08-19";153;1606.0;178.44
4205;"AW00015204";"Deanna Gonzalez";53;2;4444.0;5.0;5;12;"50 and Above";"Regular";"2013-10-15";151;2222.0;370.33
4206;"AW00015205";"Shawna Black";52;2;4433.0;5.0;5;12;"50 and Above";"Regular";"2013-10-27";151;2216.5;369.42
4207;"AW00015206";"Maurice Andersen";53;2;99.0;4.0;4;4;"50 and Above";"New";"2013-10-20";151;49.5;24.75
4208;"AW00015207";"Josue Diaz";52;2;4446.0;3.0;2;12;"50 and Above";"Regular";"2013-10-27";151;2223.0;370.5
4209;"AW00015208";"Colleen Luo";58;2;2951.0;5.0;5;11;"50 and Above";"New";"2013-09-14";152;1475.5;268.27
4210;"AW00015209";"Frank Romero";47;2;2916.0;5.0;5;11;"40-49";"New";"2013-09-28";152;1458.0;265.09
4211;"AW00015210";"Kurt Raje";57;2;2926.0;4.0;4;12;"50 and Above";"Regular";"2013-10-02";151;1463.0;243.83
4212;"AW00015211";"Kenneth Luo";59;2;2910.0;3.0;3;13;"50 and Above";"Regular";"2013-11-19";150;1455.0;223.85
4213;"AW00015212";"Marcus Henderson";59;2;69.0;4.0;4;8;"50 and Above";"New";"2013-12-21";149;34.5;8.63
4214;"AW00015213";"Briana Martin";59;2;2818.0;2.0;2;13;"50 and Above";"Regular";"2013-11-23";150;1409.0;216.77
4215;"AW00015214";"Amanda Jenkins";54;2;4490.0;6.0;6;10;"50 and Above";"New";"2013-10-04";151;2245.0;449.0
4216;"AW00015215";"Alberto Jim├®nez";54;2;4468.0;6.0;6;10;"50 and Above";"New";"2013-10-12";151;2234.0;446.8
4217;"AW00015216";"Desiree Gutierrez";60;2;101.0;6.0;6;1;"50 and Above";"New";"2013-04-07";157;50.5;101.0
4218;"AW00015217";"Ethan Jai";55;2;41.0;4.0;4;9;"50 and Above";"New";"2013-11-26";150;20.5;4.56
4219;"AW00015218";"Willie Johnsen";55;2;4399.0;3.0;2;10;"50 and Above";"New";"2013-09-30";152;2199.5;439.9
4220;"AW00015219";"Clayton Chen";50;2;4399.0;3.0;3;10;"50 and Above";"New";"2013-10-01";151;2199.5;439.9
4221;"AW00015220";"Micah Liu";50;2;4384.0;4.0;4;11;"50 and Above";"New";"2013-10-24";151;2192.0;398.55
4222;"AW00015221";"Troy Arun";51;2;4447.0;5.0;5;11;"50 and Above";"New";"2013-10-22";151;2223.5;404.27
4223;"AW00015222";"Cynthia Patel";50;2;123.0;5.0;5;4;"50 and Above";"New";"2013-10-26";151;61.5;30.75
4224;"AW00015223";"Ebony Martin";50;2;4366.0;2.0;2;11;"50 and Above";"New";"2013-10-09";151;2183.0;396.91
4225;"AW00015224";"Pedro Gutierrez";51;2;72.0;4.0;4;6;"50 and Above";"New";"2013-11-25";150;36.0;12.0
4226;"AW00015225";"Yolanda Bhat";60;2;4401.0;3.0;3;11;"50 and Above";"New";"2013-10-24";151;2200.5;400.09
4227;"AW00015226";"Lori Moreno";46;2;4391.0;2.0;2;11;"40-49";"New";"2013-10-17";151;2195.5;399.18
4228;"AW00015227";"Harold Malhotra";57;2;4470.0;6.0;5;11;"50 and Above";"New";"2013-10-28";151;2235.0;406.36
4229;"AW00015228";"Jermaine Raman";57;2;4375.0;4.0;4;10;"50 and Above";"New";"2013-10-13";151;2187.5;437.5
4230;"AW00015229";"Calvin Rai";58;2;2833.0;4.0;4;12;"50 and Above";"Regular";"2013-11-09";150;1416.5;236.08
4231;"AW00015230";"Jillian Vance";52;2;243.0;6.0;6;4;"50 and Above";"New";"2014-01-14";148;121.5;60.75
4232;"AW00015231";"Alexia Barnes";58;2;90.0;5.0;5;3;"50 and Above";"New";"2014-01-15";148;45.0;30.0
4233;"AW00015232";"Omar Ma";53;2;40.0;3.0;3;1;"50 and Above";"New";"2013-08-19";153;20.0;40.0
4234;"AW00015233";"Tammy Rodriguez";54;2;60.0;2.0;2;2;"50 and Above";"New";"2013-09-19";152;30.0;30.0
4235;"AW00015234";"Kathleen Moreno";62;2;60.0;2.0;2;4;"50 and Above";"New";"2013-07-29";154;30.0;15.0
4236;"AW00015235";"Kari Lopez";54;2;191.0;7.0;7;2;"50 and Above";"New";"2013-08-27";153;95.5;95.5
4237;"AW00015236";"Brandy Kapoor";60;2;127.0;5.0;5;2;"50 and Above";"New";"2013-06-02";155;63.5;63.5
4238;"AW00015237";"Devon Lal";49;2;66.0;4.0;4;4;"40-49";"New";"2013-10-20";151;33.0;16.5
4239;"AW00015238";"Jonathon Alonso";58;2;99.0;4.0;4;4;"50 and Above";"New";"2013-10-13";151;49.5;24.75
4240;"AW00015239";"Sergio Rodriguez";64;2;123.0;5.0;5;0;"50 and Above";"New";"2013-08-05";153;61.5;123.0
4241;"AW00015240";"Monique Navarro";67;2;74.0;4.0;4;4;"50 and Above";"New";"2013-12-11";149;37.0;18.5
4242;"AW00015241";"Geoffrey Madan";62;2;52.0;5.0;5;0;"50 and Above";"New";"2013-08-06";153;26.0;52.0
4243;"AW00015242";"Neil Suarez";67;2;37.0;3.0;3;0;"50 and Above";"New";"2013-08-23";153;18.5;37.0
4244;"AW00015243";"Lauren Harris";44;1;37.0;3.0;3;0;"40-49";"New";"2013-10-28";151;37.0;37.0
4245;"AW00015244";"Alexis Rodriguez";44;4;179.0;12.0;11;7;"40-49";"New";"2013-10-27";151;44.75;25.57
4246;"AW00015245";"Eduardo Ross";44;1;31.0;2.0;2;0;"40-49";"New";"2013-07-30";154;31.0;31.0
4247;"AW00015246";"Kaitlyn Watson";44;1;22.0;1.0;1;0;"40-49";"New";"2013-05-27";156;22.0;22.0
4248;"AW00015247";"Catherine Stewart";45;1;7.0;2.0;2;0;"40-49";"New";"2013-05-09";156;7.0;7.0
4249;"AW00015248";"Richard Harris";43;1;64.0;3.0;3;0;"40-49";"New";"2013-11-09";150;64.0;64.0
4250;"AW00015249";"Abigail Anderson";40;1;46.0;2.0;2;0;"40-49";"New";"2013-09-04";152;46.0;46.0
4251;"AW00015250";"Jose Scott";40;1;57.0;2.0;2;0;"40-49";"New";"2013-05-05";156;57.0;57.0
4252;"AW00015251";"Noah Hall";40;4;200.0;11.0;10;8;"40-49";"New";"2014-01-28";148;50.0;25.0
4253;"AW00015252";"Jada Murphy";40;2;1552.0;2.0;2;20;"40-49";"Regular";"2013-10-27";151;776.0;77.6
4254;"AW00015253";"Barry Suri";74;2;79.0;4.0;4;3;"50 and Above";"New";"2013-11-17";150;39.5;26.33
4255;"AW00015254";"Carla Chapman";40;2;1624.0;4.0;4;20;"40-49";"Regular";"2013-10-12";151;812.0;81.2
4256;"AW00015255";"Evan Collins";42;2;1587.0;3.0;3;21;"40-49";"Regular";"2013-11-06";150;793.5;75.57
4257;"AW00015256";"Dalton Ramirez";42;2;1631.0;4.0;4;21;"40-49";"Regular";"2013-11-17";150;815.5;77.67
4258;"AW00015257";"Matthew Anderson";42;1;40.0;2.0;2;0;"40-49";"New";"2013-02-03";159;40.0;40.0
4259;"AW00015258";"Chloe Reed";42;1;5.0;1.0;1;0;"40-49";"New";"2013-09-25";152;5.0;5.0
4260;"AW00015259";"Franklin Zhu";43;1;22.0;1.0;1;0;"40-49";"New";"2014-01-04";148;22.0;22.0
4261;"AW00015260";"Kathleen Torres";43;1;46.0;4.0;4;0;"40-49";"New";"2013-04-04";157;46.0;46.0
4262;"AW00015261";"Carolyn Torres";75;2;70.0;6.0;6;3;"50 and Above";"New";"2013-07-28";154;35.0;23.33
4263;"AW00015262";"Jan Gonzalez";80;2;3772.0;2.0;2;10;"50 and Above";"New";"2013-09-13";152;1886.0;377.2
4264;"AW00015263";"Paige Coleman";79;2;79.0;4.0;4;3;"50 and Above";"New";"2014-01-26";148;39.5;26.33
4265;"AW00015264";"Peter Goel";79;2;39.0;2.0;2;5;"50 and Above";"New";"2013-09-03";152;19.5;7.8
4266;"AW00015265";"Kristopher Malhotra";80;2;2897.0;4.0;4;11;"50 and Above";"New";"2013-10-29";151;1448.5;263.36
4267;"AW00015266";"Briana Suarez";79;2;2934.0;6.0;6;11;"50 and Above";"New";"2013-11-15";150;1467.0;266.73
4268;"AW00015267";"Kendra Alvarez";78;2;2853.0;3.0;3;13;"50 and Above";"Regular";"2013-12-25";149;1426.5;219.46
4269;"AW00015268";"Shannon Wu";72;2;2840.0;2.0;2;13;"50 and Above";"Regular";"2013-12-12";149;1420.0;218.46
4270;"AW00015269";"Chloe King";44;1;7.0;2.0;2;0;"40-49";"New";"2013-04-27";157;7.0;7.0
4271;"AW00015270";"Ariana Cox";44;1;40.0;2.0;2;0;"40-49";"New";"2013-08-06";153;40.0;40.0
4272;"AW00015271";"Samuel Yang";44;1;40.0;2.0;2;0;"40-49";"New";"2013-09-03";152;40.0;40.0
4273;"AW00015272";"Kyle Gonzales";44;1;64.0;3.0;3;0;"40-49";"New";"2013-11-24";150;64.0;64.0
4274;"AW00015273";"Brandon Alexander";44;1;104.0;3.0;3;0;"40-49";"New";"2013-04-06";157;104.0;104.0
4275;"AW00015274";"Alexander Johnson";44;1;114.0;4.0;4;0;"40-49";"New";"2013-05-18";156;114.0;114.0
4276;"AW00015275";"Eric Collins";44;1;14.0;2.0;2;0;"40-49";"New";"2013-02-27";159;14.0;14.0
4277;"AW00015276";"Megan Hall";40;2;1346.0;4.0;4;11;"40-49";"New";"2013-01-20";160;673.0;122.36
4278;"AW00015277";"Hailey Griffin";46;1;96.0;5.0;5;0;"40-49";"New";"2013-06-22";155;96.0;96.0
4279;"AW00015278";"Brandon Russell";40;1;57.0;2.0;2;0;"40-49";"New";"2013-02-03";159;57.0;57.0
4280;"AW00015279";"Hunter Lee";45;1;57.0;2.0;2;0;"40-49";"New";"2013-10-02";151;57.0;57.0
4281;"AW00015280";"Mya Griffin";52;2;3115.0;5.0;5;17;"50 and Above";"Regular";"2013-08-19";153;1557.5;183.24
4282;"AW00015281";"Hunter Anderson";53;1;40.0;2.0;2;0;"50 and Above";"New";"2013-03-20";158;40.0;40.0
4283;"AW00015282";"Elizabeth Thomas";57;1;7.0;2.0;2;0;"50 and Above";"New";"2013-10-06";151;7.0;7.0
4284;"AW00015283";"Eugene Li";48;1;865.0;4.0;4;0;"40-49";"New";"2013-10-10";151;865.0;865.0
4285;"AW00015284";"Jay Prasad";43;2;1683.0;6.0;6;21;"40-49";"Regular";"2013-11-16";150;841.5;80.14
4286;"AW00015285";"Olivia Rodriguez";43;1;40.0;2.0;2;0;"40-49";"New";"2013-03-16";158;40.0;40.0
4287;"AW00015286";"Thomas Nelson";47;1;69.0;2.0;2;0;"40-49";"New";"2013-11-11";150;69.0;69.0
4288;"AW00015287";"Stephanie Baker";47;2;1681.0;5.0;5;20;"40-49";"Regular";"2013-11-07";150;840.5;84.05
4289;"AW00015288";"Logan Perry";47;2;1574.0;3.0;3;21;"40-49";"Regular";"2013-11-27";150;787.0;74.95
4290;"AW00015289";"Katelyn Gray";43;2;1574.0;3.0;3;20;"40-49";"Regular";"2013-10-30";151;787.0;78.7
4291;"AW00015290";"Edward Thompson";42;2;1676.0;4.0;4;19;"40-49";"Regular";"2013-11-05";150;838.0;88.21
4292;"AW00015291";"Julia Alexander";43;1;889.0;3.0;3;0;"40-49";"New";"2013-11-15";150;889.0;889.0
4293;"AW00015292";"Megan Bailey";49;1;55.0;4.0;4;0;"40-49";"New";"2013-10-04";151;55.0;55.0
4294;"AW00015293";"Mason Watson";44;1;40.0;2.0;2;0;"40-49";"New";"2014-01-12";148;40.0;40.0
4295;"AW00015294";"Michael Robinson";49;1;60.0;2.0;2;0;"40-49";"New";"2013-04-22";157;60.0;60.0
4296;"AW00015295";"Louis Shan";49;1;7.0;2.0;2;0;"40-49";"New";"2013-06-12";155;7.0;7.0
4297;"AW00015296";"Chloe Peterson";49;1;7.0;2.0;2;0;"40-49";"New";"2013-10-05";151;7.0;7.0
4298;"AW00015297";"Nicole Bryant";49;1;40.0;2.0;2;0;"40-49";"New";"2013-07-07";154;40.0;40.0
4299;"AW00015298";"Joe Chandra";42;1;7.0;2.0;2;0;"40-49";"New";"2013-11-20";150;7.0;7.0
4300;"AW00015299";"Charles Lopez";42;1;7.0;2.0;2;0;"40-49";"New";"2013-11-25";150;7.0;7.0
4301;"AW00015300";"Seth Butler";48;1;5.0;1.0;1;0;"40-49";"New";"2014-01-26";148;5.0;5.0
4302;"AW00015301";"Amy Guo";48;1;15.0;3.0;3;0;"40-49";"New";"2013-02-21";159;15.0;15.0
4303;"AW00015302";"Brianna Thomas";48;2;3135.0;4.0;4;16;"40-49";"Regular";"2013-08-09";153;1567.5;195.94
4304;"AW00015303";"Haley Patterson";76;2;3078.0;2.0;2;17;"50 and Above";"Regular";"2013-08-28";153;1539.0;181.06
4305;"AW00015304";"Miranda Powell";76;2;4843.0;8.0;8;4;"50 and Above";"New";"2013-10-19";151;2421.5;1210.75
4306;"AW00015305";"Jacquelyn Ortega";75;1;15.0;3.0;3;0;"50 and Above";"New";"2013-04-21";157;15.0;15.0
4307;"AW00015306";"Victoria Sanchez";75;1;90.0;3.0;3;0;"50 and Above";"New";"2014-01-02";148;90.0;90.0
4308;"AW00015307";"Jennifer Garcia";70;1;40.0;2.0;2;0;"50 and Above";"New";"2013-03-30";158;40.0;40.0
4309;"AW00015308";"Christy Lal";64;2;1622.0;3.0;3;19;"50 and Above";"Regular";"2013-10-31";151;811.0;85.37
4310;"AW00015309";"Dylan Wilson";75;2;1622.0;3.0;3;19;"50 and Above";"Regular";"2013-10-31";151;811.0;85.37
4311;"AW00015310";"Amanda Stewart";75;3;94.0;8.0;6;3;"50 and Above";"New";"2013-09-14";152;31.33;31.33
4312;"AW00015311";"Brandon Thompson";69;2;1622.0;3.0;3;19;"50 and Above";"Regular";"2013-11-04";150;811.0;85.37
4313;"AW00015312";"Alexandria Gonzales";75;2;1631.0;4.0;4;19;"50 and Above";"Regular";"2013-10-31";151;815.5;85.84
4314;"AW00015313";"Garrett Morris";74;1;7.0;2.0;2;0;"50 and Above";"New";"2013-08-17";153;7.0;7.0
4315;"AW00015314";"Eduardo Torres";74;2;1576.0;5.0;5;20;"50 and Above";"Regular";"2013-11-15";150;788.0;78.8
4316;"AW00015315";"Katherine Bennett";74;1;5.0;1.0;1;0;"50 and Above";"New";"2013-04-08";157;5.0;5.0
4317;"AW00015316";"Alexis Harris";73;1;7.0;2.0;2;0;"50 and Above";"New";"2013-10-30";151;7.0;7.0
4318;"AW00015317";"Rachel Jenkins";68;1;55.0;2.0;2;0;"50 and Above";"New";"2013-05-09";156;55.0;55.0
4319;"AW00015318";"Grace Watson";73;1;40.0;2.0;2;0;"50 and Above";"New";"2013-12-01";149;40.0;40.0
4320;"AW00015319";"Jade Sanchez";73;1;7.0;2.0;2;0;"50 and Above";"New";"2013-01-29";160;7.0;7.0
4321;"AW00015320";"Eduardo Brooks";57;2;3153.0;5.0;5;16;"50 and Above";"Regular";"2013-08-16";153;1576.5;197.06
4322;"AW00015321";"Blake Phillips";73;2;3113.0;3.0;3;16;"50 and Above";"Regular";"2013-08-06";153;1556.5;194.56
4323;"AW00015322";"Evan Green";67;2;3153.0;5.0;5;17;"50 and Above";"Regular";"2013-08-19";153;1576.5;185.47
4324;"AW00015323";"Eduardo Wilson";72;1;804.0;3.0;3;0;"50 and Above";"New";"2013-11-20";150;804.0;804.0
4325;"AW00015324";"Renee Serrano";72;1;51.0;5.0;5;0;"50 and Above";"New";"2013-12-17";149;51.0;51.0
4326;"AW00015325";"Elijah Hayes";67;2;1584.0;4.0;4;20;"50 and Above";"Regular";"2013-11-13";150;792.0;79.2
4327;"AW00015326";"Todd Zheng";66;1;173.0;3.0;3;0;"50 and Above";"New";"2013-08-13";153;173.0;173.0
4328;"AW00015327";"Paula Hernandez";71;1;40.0;2.0;2;0;"50 and Above";"New";"2013-11-25";150;40.0;40.0
4329;"AW00015328";"Fernando Jackson";72;2;3199.0;5.0;5;17;"50 and Above";"Regular";"2013-08-19";153;1599.5;188.18
4330;"AW00015329";"Brianna Cox";72;2;3135.0;4.0;4;16;"50 and Above";"Regular";"2013-08-14";153;1567.5;195.94
4331;"AW00015330";"Catherine Richardson";71;1;40.0;2.0;2;0;"50 and Above";"New";"2013-02-09";159;40.0;40.0
4332;"AW00015331";"Jacob Taylor";65;1;7.0;2.0;2;0;"50 and Above";"New";"2013-04-23";157;7.0;7.0
4333;"AW00015332";"Jason Sharma";66;1;40.0;2.0;2;0;"50 and Above";"New";"2013-11-27";150;40.0;40.0
4334;"AW00015333";"Marie Diaz";71;2;1631.0;4.0;4;19;"50 and Above";"Regular";"2013-10-31";151;815.5;85.84
4335;"AW00015334";"Sydney Williams";70;1;848.0;3.0;3;0;"50 and Above";"New";"2013-12-27";149;848.0;848.0
4336;"AW00015335";"Emily Patterson";70;1;40.0;2.0;2;0;"50 and Above";"New";"2013-11-08";150;40.0;40.0
4337;"AW00015336";"Marco Garcia";70;1;7.0;2.0;2;0;"50 and Above";"New";"2014-01-20";148;7.0;7.0
4338;"AW00015337";"Rachel Gonzales";65;2;1622.0;3.0;3;19;"50 and Above";"Regular";"2013-11-24";150;811.0;85.37
4339;"AW00015338";"Marie Navarro";70;2;1597.0;6.0;6;18;"50 and Above";"Regular";"2013-11-09";150;798.5;88.72
4340;"AW00015339";"Noah Zhang";70;2;1622.0;3.0;3;18;"50 and Above";"Regular";"2013-11-13";150;811.0;90.11
4341;"AW00015340";"Brittany Barnes";69;3;156.0;8.0;8;8;"50 and Above";"New";"2013-12-03";149;52.0;19.5
4342;"AW00015341";"Lacey Deng";69;2;1622.0;3.0;3;19;"50 and Above";"Regular";"2013-11-27";150;811.0;85.37
4343;"AW00015342";"Ashlee Raji";69;2;1646.0;4.0;4;18;"50 and Above";"Regular";"2013-11-03";150;823.0;91.44
4344;"AW00015343";"Carson Barnes";69;2;1552.0;2.0;2;19;"50 and Above";"Regular";"2013-11-25";150;776.0;81.68
4345;"AW00015344";"Luke Russell";69;1;5.0;1.0;1;0;"50 and Above";"New";"2013-04-17";157;5.0;5.0
4346;"AW00015345";"Ashley Perry";69;2;3102.0;5.0;5;15;"50 and Above";"Regular";"2013-08-02";153;1551.0;206.8
4347;"AW00015346";"Charles Rodriguez";69;2;3247.0;5.0;5;16;"50 and Above";"Regular";"2013-08-11";153;1623.5;202.94
4348;"AW00015347";"Deanna Alonso";68;2;1631.0;4.0;4;18;"50 and Above";"Regular";"2013-11-12";150;815.5;90.61
4349;"AW00015348";"Greg Carter";68;2;3199.0;5.0;5;16;"50 and Above";"Regular";"2013-08-12";153;1599.5;199.94
4350;"AW00015349";"Stephanie Gonzalez";62;2;3140.0;5.0;5;15;"50 and Above";"Regular";"2013-08-04";153;1570.0;209.33
